# MonteCarlo_256.txt
# Algorithm Name: JH
# Principal Submitter: Hongjun Wu

MD = 8718743D368CC27CFF924504B06EADDC130052F34671CB9DFF1B07541DD2DD7B

j = 62
MD = 57CB2B35717CA44DA5E22190B800C1A9A385FDFE292AEB4BA5E2A47B9428E009

j = 63
MD = 2A48922234C610F1B6001384556BA732D8A0211B803D8D911B8ECFA64BA75A5A

j = 64
MD = 384109E9B266CF4B7643D3292D72BD739A5DDC7DB2CCF845E827D6C1E82190B0

j = 65
MD = 85A8525F95E41BF96B5D6F7740924BA6BAEAF3F906551736E489D2F7812F34EE

j = 66
MD = 89CE88C8EE3ED4CFB098E7943ABD2EF5CA7F76901C1D6C7CE738472DA2BA60AB

j = 67
MD = D0DD5581925A3F99ECE99E7C31A1569422D98D17D8399AE867A85CC0E1A3C145

j = 68
MD = 925840CACFD8371FA77ACB11D9322398FF461C98DC8B1505C1DD77AA5C522C93

j = 69
MD = DEDD88C9593223D1A330185D673A77F1E1DF88FFB12676DE5D2ABBEDA7428230

j = 70
MD = 5E904AAAC5FD5EC1B654A831E10641DDD23E874B1783BFAFD43BEC6D0C163F32

j = 71
MD = CB5ACB4D179A7A0884F1ABC83F7B704AC0707570CA4BF382C16B167A156ED221

j = 72
MD = 5C4FFBBE7D8C6AD6A55449069978683F390938F0DD7FE39937B2C447E552C20F

j = 73
MD = F51A61DAE5651C7DAA6812CF5C2D46DC5D698066123AAED05A003B68B82B2958

j = 74
MD = BB59F374684FFE84E2FDEEFDFA4082DD0087EE75AA451189827129B373BC9B40

j = 75
MD = C4E670F25210752AC61AAC2985EDE26E98A03749FD3585E2382B2E99AF9F9CB1

j = 76
MD = 1C25EA4BD1743D8D87A488434D8A84343CAC2D465D4056332527978E8C64D8F3

j = 77
MD = 65DC0A9B7AC570182E756014B1BB7AAF0F9095EB5B877DD37100C79847B33EAB

j = 78
MD = BE31DB5D9D142E350320D67716794682DF3F0E2DCDF1B895B0FFB92C171C6480

j = 79
MD = 5C3822577E685D31216710C95F70DB930BD2168B2CF35A46647F3B5F8128BE08

j = 80
MD = 901A1F21BEA5073112EBB008C2065065397B65862AC8C2EEC4CEA5BE7A6C803D

j = 81
MD = 13A41BC1DFD4CF1F4A9724E1EE4A7602F0368C0D3C9D86F4F7519AF19C4F4645

j = 82
MD = CBE38D87F97AB8306D76BD5FD8296D81F56EB6596733B607CF53BA90F94E24CB

j = 83
MD = D12DB597EAA98F016D652DB6E7852E7412FB021D61A108DBEF818F78C1A93E0E

j = 84
MD = D723C86B334E19BDC8E044EC12A3DDE0FCB6D361253B689C64A9EFFBADF4CD96

j = 85
MD = 09CA13CDFE9C8A4730AF50113EB835FB48EDDB1B51DE7DDB48617CA718C4EE6A

j = 86
MD = C8CAA764A82DC6FFA133BC1FC819415268D7904BF3354CB011AFDA7168E702C3

j = 87
MD = 38D9B07F34C7A4519CE9AA2B40C3A57EA948B77E9494B32EB177E646B1DC6F31

j = 88
MD = B6E4919E2CBA7A86E8DC76BCCFBF928D84F36EBD4394932010232885D4C7102F

j = 89
MD = CA9E2E9B6BCBB931A21F5D9D2D8B2487EA7C24241AD1088D4CF40FF0A2E5C4BC

j = 90
MD = A22892140A38B8D2CE705FE6EC9C0C99E86651CD33B4C10D163D5957656CD91C

j = 91
MD = C53607D7BCFD21CD249FE1E32ECC4FC6086FCB7A41EBFF2872E4887CD392A9B3

j = 92
MD = 86596736BD57C042A9A1CF244FC4D0FAB9ACF23A469052CC1B1C8A6C865152E3

j = 93
MD = B7F2AE47500617AD0111DFE9947139FDBC44F962103D4003123FCD8D7B9F992E

j = 94
MD = 7EA999EA32D083B2DB3EAF27CB55C901D655C229344374B8FB70CE73B4ECC7D4

j = 95
MD = 98A9BA7BEFC730E82FFAF5517630CA24144C64FBE90BF839E665068E23A8D51A

j = 96
MD = 3B4B1E5DC872F10360C4252A2969BA6FCD0C9D7A9CAC8BFF0A1BD6114A4ABE41

j = 97
MD = 238B1C11C7003C50AFC1FB4EDEE67F66C936893ED4F32BEBC145021B501EFCDD

j = 98
MD = B76C16AF952600F23FD91FD5DE4C3E58527DC25F9A0FBF36A02394470E38E925

j = 99
MD = 48236D9DC20A83E922ACE89F8332F6AF5E4AD3C2C092EBE0013A69CF9570FF2F
