# ShortMsgKAT_384.txt
# Algorithm Name: BLAKE
# Principal Submitter: Jean-Philippe Aumasson

Msg = 3DC2AADFFC80
MD = 4202B2A7FD50F9F64268A5CECAA979E68FB5E5B4F16050BAA0EEE6254640A243F8F775C44F26C0D950498C8F1BBB34CB

Len = 42
Msg = 9202736D2240
MD = 18987D9B924DB295ACB2645618B772FA7D451EF841F207D525C2C501E472FAFB44B3078537515ED39475743C7D2D04C2

Len = 43
Msg = F219BD629820
MD = B059CD3E9E615574D0F2BBE11522ED7C2243F070272880A5F58BD147985A24AFBDF8BE2CF139792B482B97BFC94D6788

Len = 44
Msg = F3511EE2C4B0
MD = 028C6EA676B4AB01CBDF0918A90E507429CA7B926763DC26CED6F7A851923B91FD4AC6054CC7432139AF954C3ABE5A94

Len = 45
Msg = 3ECAB6BF7720
MD = 5F46D3ABE50DF2B402567F95468862ECFC91508019C85A190A3C3EB2F6A77E794835697987DC4BCE0BD3EF2AFB89A026

Len = 46
Msg = CD62F688F498
MD = 444921BBC8E0DCEB33E0B4660F2E09FC8A0D8254AE03327AF448408B1DC9229C95253C3873F09A522F428899D23D6846

Len = 47
Msg = C2CBAA33A9F8
MD = B4A57910D5EF0113585FBE7F3A5EBD7A3E3DDC4E66BD42A8BAED7C59134D3CDC36C70A4A39FA11449FF8ADFE4DA66CB8

Len = 48
Msg = C6F50BB74E29
MD = 5DDB50068CA430BFFAE7E5A8BBCB2C59171743CCE027C0EA937FA2B511848192AF2ACA98EAD30B0850B4D2D1542DECDB

Len = 49
Msg = 79F1B4CCC62A00
MD = 7C80A8320015DFC5143D1C6D60A4B51C6943208005AA5176300ECDFA728D5BB53C9817B33C934ECA94332716458572DC

Len = 50
Msg = 90239D7EA2A5C0
MD = 597A721D021BD1028D3BECD305206C37F9AC92C69F168321755654E75BEEC536C3912D52383056AFF7349AE38806EE97

Len = 51
Msg = 9AF4C2D144E340
MD = 44634947D5464E9B7DDB6422ADBC70F0D457E9970DA73D64148FE7FB7894C1C789B8EE4C5C5DBFCABFB3E1530EDCE682

Len = 52
Msg = A4F2613FA7AB70
MD = 6460E3558EE6E84B8CE6188D279F34F14F94EDEFFED0CF245EB81DA0E5CC4F5EFD0C215CB1EE7B7295B8D1C2451D5348

Len = 53
Msg = E863B85EE7B528
MD = 08007E82A1973E01901DA78AFF5135523D7AE437F9B108A6F1CB315FBCDB20A26D8A34B089AFA031FA659944E3E2462B

Len = 54
Msg = 9F3D6D6A44B684
MD = 4F1115C0CAB25409165D6257A3114F60B7169282AD6D80850B86854FDA992F8C86A69F2D7B5E0C809992D765D2DDB238

Len = 55
Msg = 14B06DD54EB364
MD = 7F569C395422E4529FF9712A9A77DF25073F4A8412C4C07C81FED6ECBCA67B2E25981AE69FD02E3DE8D19E5F409848E4

Len = 56
Msg = 119713CC83EEEF
MD = 3011CA63A5583CFE37EC4F3CF6477859D9C7BA11A72E5AD07F8A67D62DA643FA41617DB2EEDC017A8B43421B650B715C

Len = 57
Msg = 8569DF971E674E00
MD = 4998CA1FC2171F57EC7AE0B42DF44632366BA0198FCD72F922A4BEF53FBABD77212711ACF34FE067F65B66F773CDFBFB

Len = 58
Msg = 42DA39AC5951FEC0
MD = 8AD5E77F6167A8989E5B89973F9F9C91F43C00CB156C68D6ED5CACB06E8504468A9D4B7D93CED0BCCF8B516BA8EEC9A3

Len = 59
Msg = 230688D359F31380
MD = CFCC9EF67BBEEB0EE93C792C1529FDEC84888C3467A6A4635637CC8893457685E1BAE8365AE435404C2FE5689FB2600F

Len = 60
Msg = BA594E0FB9EBBD30
MD = ED35618283183299EB54484B4EBBD8A2D7C29264BF95C8A9B4871916A80C4A308FFEC38B24794E4955A532A7A59402FE

Len = 61
Msg = 9D1BC347E3B05240
MD = 78A0559DA2A61084F85150310ACDC65F291B9C133ED27967310B94EA0FFEAA37992FFE251CAD8D85A700640DEA3F8315

Len = 62
Msg = 756FDE7AB6CB531C
MD = 7863EA2B20EF111BBEDB8B3E8B52E78BBEF8B22EDDFCA0143C6D2353E0D1B79501219F8B840181D46866AFB6F0D51BFE

Len = 63
Msg = 669DAD29EA0D289E
MD = 7D4B809CD6B3EFB98BDF11A5556B3BE27F2F552E8FDEF7DCD3734F15EC531B50B2432DF1533580C760D7A376095CB04D

Len = 64
Msg = 4A4F202484512526
MD = DE8220A9B59327074DE5934DB1E4784B5A3699C5693CA47C7411A5CD05688BD2581D1BAE8C32B05EF7D057812603C0C9

Len = 65
Msg = C86CCB0A4116026080
MD = CB650B6BEBFB8CD385D125B40F6123FE7C5993E39BF3E1BC32776840CE2ACA40B4D246F2BD042DDF62FEE918BEB33C5C

Len = 66
Msg = 7A556A043BD867FB00
MD = D1FC0FBD06BBCC4298370ED27F6BBA85CCF92F1F239B5C90F4A3BF905BEB2FCFEB237B58837DCB3C02DDCFAB36B04716

Len = 67
Msg = 91829C7B4031005880
MD = EB8EB2FAEBF00F10CCB1EBD85D22D4F440EB593121A6499F5AEDF2B4915031382A6D1FFB5DE810CEC2791B6AE0DB78E3

Len = 68
Msg = 0462427C865798D260
MD = 63432648F3CE4EAAA77DB965AB99C0EAE44EA3058276E40B76F2081B379D00BB8A2D3FE19A54A4B38663875B1BAC5F4C

Len = 69
Msg = A51806364AFBD2E830
MD = 1B9CA6F259304D984C8A621DBED4A606E53B223E38C24EFA7F629341F193BE2CF3E2967D41C4CEFF6DEAD94D8205B4DF

Len = 70
Msg = F8CB65B7FE6995F200
MD = 9E0B04F9064B5A911F7CE9381A6A4AC58DB9D99967E9EF21E3E115230C76A1A38AAA16E253FB82438B53489ADE96DFC0

Len = 71
Msg = 454C87F43DA37EDB04
MD = 2FDD2C7ABCD10EA659741EB82E1D405267E7D1193868847870D6FC4861A56DD7E66260A83E88AF71FE3D10406CFB8AB2

Len = 72
Msg = 1F66AB4185ED9B6375
MD = F1F89D0C861A25294FD307CB71D96F9AD4C5B11ADE6321B8340FFC3A9A29641B5E2027C328BDC6E4BB6D21B533CC7944

Len = 73
Msg = 5D7C71C275D9F5613E00
MD = EC8D1624EAE8B0CBEF593107EF149206F3FA2B4F27E6CFF8D9B9E3605DF0D71F0EDE140FA7B1546663AA3D57F69BB83B

Len = 74
Msg = 1A533E4BD100A83884C0
MD = 6CFBE61993457E28B92A208FDA942257241627FC8F69A9A02FFD5808558EF25E93A3D8AC0D0D5FDEE4205ABBC35CDF4B

Len = 75
Msg = 7C8433BB4FD46EA17BE0
MD = 8585D47943AA8B058E34979E9E26F03B09EFE5BDDBA356273B0861D6C81A9AD371DFC189D4C289E3AA697ADDB4EEC018

Len = 76
Msg = 8CACC33C81B29F0E8830
MD = 576BDB74CCFC9EF81C885BAEDAC82DC296D98A89E8B35AF0D8ED96499A3F756729AEB56D11EDEF4443732F5A10AC96FD

Len = 77
Msg = 9CD0B4A48455A6716AC0
MD = 2F7336167E04067E0F7093ED67AE28BF6F8D1F611DCBC7BDC817B872CBD2DDDDD4F7EB11AC921D05078ED95E95394175

Len = 78
Msg = 4DBF1B5FFD3D72D20F50
MD = 3B2AA83302E7B940117F5D1D1FA14D83A74CD40883AC16CB6456DBCE14E159AE73AAA594E3BDEA1BA162DFB71C29245B

Len = 79
Msg = BE31E2945E1BA17901C0
MD = 467BCE0895540D50B5A162D98028D2FA27EC4DD5D26402BE4CE1228EB05699664FBEC2C733D97B412FF311313506F698

Len = 80
Msg = EED7422227613B6F53C9
MD = 6659FA5B2C4874D82AE964DF895D44FBD9029EA07ADEA8ACFD57C747AB8C6DF120B5E485E457692591E3D5ACBBB78133

Len = 81
Msg = 77B56B460796582D1FEE00
MD = FF89C741560BE7650A918429C07EF3655C6CEB80AFD7E3F78D631B9288BB275504623533CDB260CD30FA3D51AF09358B

Len = 82
Msg = 5F085C1F91F2E5EB05C840
MD = 97ED50D7EA5CB659C770A70056F8974DE50588B94EC5B59D8170958A683E2AC4100A1A3B5998CFA6E72C2DCB8669377E

Len = 83
Msg = E5E559373233E6EF933120
MD = EE1E4B2CA7AB613DA262AE3C2A251EC4E2B540FB4F6443D3F80002C286A74FF2E2569CCDD8AE93143BB2D671CF509C51

Len = 84
Msg = 670C357239C46D9E96DD20
MD = 18E83D91D4E6CCC0E47AD6A11577E245992EF874FC8E39DE1B8D37B0DDCF58862D737BCEE4D90F864016B16ADD321D7E

Len = 85
Msg = 33BAF96B35241EB2243230
MD = 6AA6AB2F950743DD500787BA30BBA417778E3590C9C4D5A4446E0BB84A46C9D2869D1F9DB4D1D606630D0B98008F56F9

Len = 86
Msg = 7148A621D35D6D486BDA90
MD = 00BF0C2FE80C301B31D65FDC8B5DF43927A112888441650E43194898CC187B07B9448DB9424642766B6B01ADCCE76DE7

Len = 87
Msg = 9D7146B5E9C8246BEA8C4E
MD = B9BB0584953F1B73A22D57832327D914A42858E97B7A4317BE413DC89B75589589DA167C0FDB3CFE96F4AD5C94C83FC6

Len = 88
Msg = EAEED5CDFFD89DECE455F1
MD = 729D593F2112370A56CAF8E90BEBB713A9BD9922CF4BAE5F22A8E727F5AB6A71A7C45C3C34B06B6D13C5B1A12D4D0027

Len = 89
Msg = CAD98AD0D9BF161229074280
MD = EF8F27A778FDEE01B2EDF2FBF1BE0828E27A16FF991DAF7B042759DC8BB81772BEDD0BEC5712839059B22EFCDC15DE43

Len = 90
Msg = 6B767F82890709DDF7A1EE80
MD = 89F890C7996C01040F05E484EE63D7D98FA8B4BABC44A5A06373CE5715EC0A751B1E4D908D027929242A5051F956D55E

Len = 91
Msg = 73697688CBBF28C51DDDDAE0
MD = 523381DDE5266E8DAF7710EB1BB747FEFE867E80ACAD26B7F76CF9B24CF05AD1CFA4B9EB2293E74207AF0E49217E2A63

Len = 92
Msg = A3C1967A97E58B43453D3760
MD = D18B47BA833EC92AF0D4A2169CD8F29A6C88F05C118A110651E915DEF146B93A187D86D720E1F5C630859204B4CBF986

Len = 93
Msg = 03981280D89F7EC9845C29A0
MD = F3AD8FBBB475C1EBB861ADC30D53D85995D8F7F8CF1DF3E05C26F390D8D2F7BA776ADE13C218485FBE81FEA9F7ADB546

Len = 94
Msg = 0E42E6EFD4D3785EF0BB3A4C
MD = C4D729C49C425B50C882EE8079FB9BA3C2C99317F4631DEFE06AF6DD121CF84CED853A74961DDDC36FF73CC8B6BCB9FE

Len = 95
Msg = 6CE6B3C077865CAB3D099B66
MD = 92A23A0D6140F8570C0381171AD069040A36A3D37CA0AD5F45169D89BDBF1827F7081B73ECD4C5CA9E6042AE62839395

Len = 96
Msg = 5BE43C90F22902E4FE8ED2D3
MD = 1743B2752164BB4AA62BF714BD5C2D7D14AE7CD94E50DD04741F239CB4ABA2C4E25F1CAAF9EF225657331960E2A14EAB

Len = 97
Msg = E94F8C8A909FFB8DF22C19FA80
MD = 240697319FB829B3A7B636CD65FE3B06B006431F9FBB155B3F63A75753518ED87C3AD86C0DE3FB3FBD8FD30B56E60E99

Len = 98
Msg = 004761F6028ADBDC4D5A8CA640
MD = 849F166FB928046B091FA2F8443966C8DA1D65950B3FFF4BC991944114DB7483F941AA6203BBD043A1A5EF742A0C13E3

Len = 99
Msg = B1BA2223CC3AC042D06554EAC0
MD = 71A6DF02DB3F63539D32481D4D0D5C13C9A79AEE4D74AC1F1051B501EE854206C16F8A53481D66D14515F412C0810130

Len = 100
Msg = 746122438AD1B5B8989D64B320
MD = 8A0A78BC9164AA8E97B71D3A1BAA9618EF0AEA5174FC36648E9E04ECF5DB96ED288232DBDAA2A12B0A9951CFEC6AEBBB

Len = 101
Msg = 3DAD6E4B69AE8BD16D830213E0
MD = E1CBF7BBBD37FF2F6B102C0A33754F96D053DC95BF0BA159BDBAFEF1EB3301E7B166DCC2761D933C2B28970DF442E916

Len = 102
Msg = D441F54B918819F36B220B9608
MD = DA70A0AE6F38225170CA9EE4908AEE11D6CDB1748A8FBE4874D2CBB7015D7C10F912B1327081C42ACF0E9DF7D46A9D10

Len = 103
Msg = F44CE7427B6042ED343F6D2194
MD = 2B4773011E28F5430D73B79E012DFA8BCE50BD3716B98897859CB6E74DBC7F38B7DCAB90FA09E94B3800133802D2223D

Len = 104
Msg = A746273228122F381C3B46E4F1
MD = 0DD5AD80C5C44FE0208D6AF5E24A384C0D4829133AF500A78ED43160D5F759334598A82DD63BC7EF956CA7E38EC6AFB9

Len = 105
Msg = B883CDD1742C224246784DB69080
MD = 8028B3AEE807908DDB14DE96E7DF734B8DB463450CF9B5FE96E0A58E7AC45B1332CB2D0C4F98A1097049E273B1EDFEE6

Len = 106
Msg = 555FD729751EB2F8986B19578740
MD = 2A797BB270D95E6A63B3494096943FA8A7A7AB6CC436A5418F1B65BB12939A5BA5D03F19CEBCFC2339359D64339D08ED

Len = 107
Msg = 7A609524C0F706F629441B978AE0
MD = 7895990F509160669408355A47118540E7118CD08B6F4CF180C595514D6198E7C442FCEFBAB6B331C090FD4992D1BAD7

Len = 108
Msg = AC79B374D401EFDB3232D0826C60
MD = E31B26C889210DBF18E5349A16346E1CDD42FE8D195D423F129EE1B939429F8ABF571FC2B1BDEC99181683219946A5BB

Len = 109
Msg = D8FC20BD0025C7582B7946947918
MD = 7B6AFB61876BDCB49A1CBF5381FD161790ACD6B73FF1A62E995ACDB15755A80724138D589B8CC1D99B23ED2C53CCF977

Len = 110
Msg = 0ECB1FC3F81F3236FA7B91F7AACC
MD = AE080EFDB7D7B2C8DC5FAFB375A84DAABD2EC83889183891C513C02B0000AE22F99F1701C1D721EA67A5CE5512AE8A63

Len = 111
Msg = D5334CA10554C583F11D9F84A71E
MD = 5DB4BFAD30309D46723D2BC725E3DBD120447082C36239B7335E7DB0EB161109270621A11D0C241279B05D2E94DD1D67

Len = 112
Msg = 3C5871CD619C69A63B540EB5A625
MD = 0AA19C3D90C3C5436A873A51BE500B64DA9B8E987015C92927E94C461796966378BBFAF6D6A123C8DD197D20D56B2620

Len = 113
Msg = A999538B0C31D7339A217C1484C680
MD = DE4094E4FA206EFB1A9C4310A3465EA91B1000E2A65F04B06AD238A93A68E45C6BE30079A328DEC52B4E2FFFC83F1CED

Len = 114
Msg = F4D4FEE364CE3CF439D0160EA7E780
MD = 42A05B2231A790960ACBC9A23348E5D7FF2A4822C91BD0B2DC8438ED5B5578B4E59EE1D71F810CA539589021946B7544

Len = 115
Msg = 55A4FA6097E8753CCE38FB4E59D460
MD = 170EC5B61C24AE66EE06B62B0A3904AAEB8FF5A755E7238C895ABC3C5FD69DD1C08E6B063F63319C9515B38BA53EFBE5

Len = 116
Msg = FEE0239360210B6E3761E6059DAC10
MD = 62782971AD015F95F4596BECC66CF301DCF352CA4E78151119C8D97268F52DB321AA409512C19C2EEF1BF139A528F2CF

Len = 117
Msg = 1750D5D521528582177DCDB046E008
MD = 5C2AF592C53F4AA06BC0BC42BF0531C69E0C306A0901B67C4312FA1B35B5EC513B16712F4044B0FAD5E25E98BE2CDA24

Len = 118
Msg = 68BF3921EF9DD0B6ABF732D9E508A4
MD = D3D724A29AFFF3AB4087DC80C080F07DEAC71FDF7C0B1EF60BB4C973215A8BEA4079500B188C6C82426E238456ACC719

Len = 119
Msg = C26037F951B3CE27D56C0303432FEA
MD = C0311F3A3C43FBEA194088B2EA746F211B96DC54FE3C4E1AB4E48F88BB1540C76800218BC8C645515112AB7F46F9946F

Len = 120
Msg = FA22874BCC068879E8EF11A69F0722
MD = 0D747784A6AD6B678CB7014FA24D1BBD603D2AEC4DD0FC32BFF40A060271EE96A79F89D1A39232E0E8724FB0E34E5899

Len = 121
Msg = F3D384F6F8B0F7683C2875EAFC19D680
MD = AC53C202E0E24E501B8653486BB855E4C1794C908A6EB5D34D31BFB9F3B52B1AC610A023E81F09D87A4CF2D122202EDD

Len = 122
Msg = D8A9E01B7ABA9C15F27C650AA6D98040
MD = 1286E51D43EC8D8B8FE663C5F39D86AA13CC9DAFCB2FA25E3B4EAA842C5BC6004DAA908037C151BC097B5ED0DE708931

Len = 123
Msg = 2CFF7186405B02024C4203A7FE7A11A0
MD = 7967545644F63CE39FE81AAAF8707F225E3E77E54BC80E63472B2CE3C2B526380E29922F59BAF58E9A86B0E556E1C24A

Len = 124
Msg = 87217854ED19AC6E8AEF3B39B97CD350
MD = 679A8A6117CAA7F1DDDC890CF9DB3E1C9ECC160B91AEB1CA11A6E1FE1E3E6FDE9D7EBD3C4BBB8C7C73455F1916FB374B

Len = 125
Msg = 441D8FC5478410033BEE2F3DA9FFFCB8
MD = 35F327834B8B470A56898C6718616E568668DC6E6202D3F3477080AEE909E0F9C128ACB88C7EC408F277FAF25B8DE8E6

Len = 126
Msg = 0341698E451A235FEC3A6BBE42C07B04
MD = 3F8ABDB3D60F54E87FD8B618A37A18AF827967374553ECFA35D463A3C14806B4CD459FE9A0A66BA9BBEE9DE454F169F5

Len = 127
Msg = 2C288B527CE3F931B0C565BED2C62758
MD = 22732EB757FDBE641B6C742C72A127D8BC056DCD5982AF94A6469772279B1D1120DECAB944FFCAB67B9C6E74C8C8DAD3

Len = 128
Msg = 52A608AB21CCDD8A4457A57EDE782176
MD = E2559E7455E906CA63D23A3782AD1855ABFAC875CB6C00D63532C92D5E16CD5854ED1348C9E52E49355C887B3475450C

Len = 129
Msg = E35A1AC6054BA5FECE64AEB3CB97ACDE00
MD = 6616FE60A855561FD96D53F33108C70ABF98A58EE5EE2BC3F62C8C1A96ED5A6CC67DDFB7E6D2845DBF9A54725A724094

Len = 130
Msg = 34EE2C639DF9C71BA46E88058962D3C2C0
MD = 70AF031B26E13891F5AC296C643D011CAC3E4262E840C51C53D78B821F22455983270F9C6C445481E9EB830EBEBB6FB7

Len = 131
Msg = 5EF1EC3AF3A823667B01CEB7069C3D6F20
MD = EDB0CF554EFF4F6E5015761E41F96B602981291386BC37DAB74BA66D8F6E7CC9E19832D0DDD1E950295569073C8DA02D

Len = 132
Msg = A4E76D43E7CC38C19ABF5B09F0E2104E80
MD = 8911855F9DD5EE3DE4A807F33F1895BA5265D59D8BA651F4AB1785C65AED265602FF2108072574DBA5AF8AC046DAEEF5

Len = 133
Msg = F7E6911439AFDEB747AEE1DA0E64165B98
MD = EE272D58C5BB335F676D316E694FF3B039B8551E5762D3B6D5F3DDF874903E1C31D9313AC569B12520500DF22333ED4C

Len = 134
Msg = 365C16113FEA84CFAA647B4B6BAD705F74
MD = 38177AAB3453F13801F68D30EC27E201FCE0609C635B3EF5EFB86BDEA85380CA451F268AA3C0A1DB8A5A66BB99F87F0C

Len = 135
Msg = D783EE042795EA5E2FC9817DCC24CE1BF6
MD = 618FA28A1915764D6DA1C624FD75854995A0E73FC6C45DA5E9D7672E50A954726AA06105134AE368F035462631BA413C

Len = 136
Msg = 82E192E4043DDCD12ECF52969D0F807EED
MD = 7960B3C17DE4B93D0950CF1DB5B9C21D09C6B7121EC37EBE897647EA074B5141BCF455DEA6AB375BBFF1886D6349AA3E

Len = 137
Msg = 7E3F13DB88EAA22EEFEC3AB47B7CC5AC8080
MD = 3DEF8FA3BD2B601FD4B615FD0B2E9B7F2CE66A882F74B1B714BE38987B114DA7A2EBE16A8AEFB35F118295DF1A9BBFF0

Len = 138
Msg = EB673EAA409B4F98C581D8DA542EB58B1380
MD = D55DF2378F9194E6E725CE63D96CBC5AD80A88FE5CE740F9613CECEEC057A8362342D44C2E4B7931A3BE4A4EEC38CD98

Len = 139
Msg = 84D42DE0D62B7A480FFB939533283B7A4440
MD = D8BE394F7154D3E8ECDDE73920DD78DB32207EAFE810BD7BAC45B847E2951F2EADC3F71C60E5F80ECEA09D31A9D6AFE0

Len = 140
Msg = BABAD873529BE92E9BC49CC71964A554ECC0
MD = 79BF89DECBC958457DF4B64ECC450971955BAA7015B39146CF95F742EA83B9EE4324B5E8B62AF01A752586B377C8F733

Len = 141
Msg = DC3BB8370C04147834819A2845A79B5A20F0
MD = FB16459CB4F4008026DAEE4E17ACF0A5F527128C04702CB3E6475A1C115D05070790C9AD86CD7585505DFA1E96005CFD

Len = 142
Msg = 8952BE55B2BCA64F32B5401A99A8392AE39C
MD = 8832B48E534CF0294B7FEA0F214ACEDCA9FDA1E9266A15368C670601272820C6E1D15BFDA4270E23B4B1AA8836A5F2C3

Len = 143
Msg = A53B4420787D32433A0DFD5D09E5D8E7374C
MD = 1CACA7F5AF8BCC026AF0EFAB11A2860A85292CCFCDC3EDF7EF91319534C5AEB6563A7A0A9776C180B017856174A74C6A

Len = 144
