# LongMsgKAT_0.txt
# Algorithm Name: Keccak
# Principal Submitter: The Keccak Team (Guido Bertoni, Joan Daemen, Michaël Peeters and Gilles Van Assche)

Msg = D13409007A6B3242CBAD4CE01D9AED77EFEF0A7725B96A30097EA092FA1E49A136DE03F3F348464C9BEA033216F380440C7EC81E284738DCC640D485ED32F5D7DD1CF936C1677CBB3CDD8E0E001783FD5A3F388AE6EF7085FF9A22FA722C7FCCF4CDC239B200D5D11884B565D01C84E4D563C6623C241C5AE0812CE8F9201BBADE48198378A3E232EF3E10C03022620A266D0A346A6A22F202333A94D2CEF495DBA102B133B8237449C3350BF80EE51B6EE8A972CCFC3ED5FD7790444DA253922EEF6C611180F91DF1B6E58E843D318D94A958A017590B14D383C0F385F9CF2514E8AE1EA749795E10F991E3FB744C6030EF6B02989E8EFFBF8E8BF31FC39B692C517C7C012ECBD0E0785BDEF4801C4E036C98C6CD0C9328
Squeezed = E3F76C407BBEB0C3B7443F154374BA900DC19650D671BDE7768D8C65B49C6A27F10C51A98A0068CA673935ACB66C3BB940F6FE5371A3DCCF4E23D715CD83C90F7051419BC966111163589C18A082C8B5DE92B8D1FDBF628F743819361B960959FF3516F45AE69BA14760D2EC17CD507823350A6A9DAC1C50648221B6639E48CEB59A1C22BC943ABE7340DA7FD60739C44C2DF640311B439C0FE1B3F4A46DCE900D160E4D0B62AFD804B6A5B2B543398505ECAA7A4465682A3C4FF5AC5EEF1C3F2AA528F74A173629C5D79850480E53661D88E9DB389EE4B0DEB1DA6FA5F61ECE28CF0EB3C24293FC3DD9600AFE23615A2EC92F638D06ECE94B93FC6AF96A2BD2A86DE86E883418F9FC0DDA35BEB48513F0398D5BF50AD9F4E725ECA3CC06EB23111EDF954AC6F172AE74BC17FF6DB01D7C736D50E0B1F66F52CFA16722D3C95F4141B716B929782C78FDA70C1A2379C658F99C46596039A6FDE7D58B26D2057A1B728AE82B1504C1E352E92B5779AB19FED57E0E0ED0D947924BB5588A595A86261C4DAECF212A6047079214EC9296D8A555CCD5C0A48BC87F327FC17472E27E17B4EE0FD33524D835F3300F5984881F0726736C4A056C6AA362A5ECC22BC034AD08331FF02F1EED9A55CC373521439EEB458248644B23FBEC0CA9E940AD296C909871CB2B95CE93D0E1E1826586CD6961D827CE771EE0D5105DE0CE948E6C7C
Len = 2300
Msg = 68F891C11459B2E9B71774E2B8A2A5C3C9CC36072E3498498496F1C7901684F3E9DACF13A3F1BAE22140DEE5253732E4D4196B534F675264B53D38659727797F0A18910CCB5B48FE2346C2E998B6537357AF8D15826FCB57BA804FE143E765F4680A0B28A9E3716A59ABC60EF253E357A4784FF1BE4680C82D797813CE50355D8FDB3C75936CC33E1717B99D9A8ADE9D0EA9172662B708EBCBC31C05064FE67B287C56D01C12411E9B890AD16238B36E192B15CD86D26F4EFDE5B523D71656F5CEA6CA73BDC04FEB973D303BBAF4C0264761092E23220CEB8359FC91C1D918FB3F32DBBA92DEAC1C71DA8BC4BE806803F6E7970FA64721C645EED4C2BED7EEFA2B720931FDBD6C67B83756B1CE51C51F839C250AD900B9D49FE5188FC4A2B5D0
Squeezed = 577DC0B9F5D1CE0224573FD8B7C46B1CEE527E29A92698F98B58446BCFAB36A006737719FC62FBF77F4CA4F9787C615FF885CDE38965B823F718F290EECCA9C2E9FB8BE761FF91695ED8D9383A752D864B3DC4706C1FFD835C3E6592A8BDBFDE1EE65060622115FE2DFDDF8F1544626B14840F783BE2BA4495BB1BF497F3A0E5B154D5AEA765A0072FCA34D8951435055781E59F2EEAAC537EEDDFD87E014DA704497F7E08A94E817EBFB653A92942DAEDCBEE3792E61D8E64E782752A279F8AD260CC54D9C514D5066E4677E57AF7AF7C26DCF25EEF80379383AB613AD82362B1A1566648D07D05E41D2A46A75FF70B52F7AA284E505AEAFC59C12A2570B151168DF610C77062E9C5B67C56695FB4D717721ECEE802A24DE9D8FA5CA43A78A0DBBA47E4E55CED37909876FF303AD633A44E5152C01B2DFF68717BF7B36F08218D5B005E5D7DB8BC5E6CB0C181CE2EB1C2A9AA8A4268410535D00F9048F80FB45718F4F1A50998D9D71516F2E244CE3CD026B0E40BBBF55C2B7847254B6080CDC9071C068313572B863FDD55643C2726E6D3AB3DE41521AEA1A580A736551644ECC8B343DCF8036B5ED00CDA79362BA3DC998EAAF8F4D6E8A2C455E1F0374307609A0D06C7BAE9BCFD07CAF222F8A2E9C2D34B772A28D5C6B335940098B4924A65845E540D9B243F984583A3580F1DAB4E93FB792CB27B29570118F3599075D7
Len = 2363
Msg = 7D9222C58DC49F14BFD7198A9A1C338D17201C007822A91DCD262860364CA1DA8C0056033EB58E406E36D5A4F6F7E9D98BE57126C9FE7676B58FDF0F9899432FF78DE2AB65C9000071EBA6967123F97BA3DC1F3825D3C8C5148EAD7AEF0334F40CB0F6B982CB7C99CA39E1B4B2E3A3541683D1EC5560466F52175518390D38C7461C116DB2D56EF913784D2E8B20959BBD6F8F3282C597D94A1EDBFA8F25089E9D2E8DC465EAD90FA23E4388BD6BAFE22632749B7AAEA53D5CBCF9678227ADC3F4109F1849AC2539B6F2B25B4D8EDAB41E8BFCFC337728DC48A8EA5119115FC1B133300D68231C96A9D518F6DC3CA51581309C53F49510FE18F608A215069D41F2CFC84E53A9347FD723DFF9D3F5006F7C0B18441A29BDEF7725920260B1613C6532A0A994B488E0
Squeezed = 09D5347F8E668D8791218A20E72F849123C0532D0D749BCE4F4FDE74D390130158BC6121651501D7AADFF71C87E2B32FA699CF57B879F96249F6D360269DBBAC6831CABFB2B665A748C21025FB79D6D96A2129C6AFEC5A1FCBA9FAF1E9FC3A35A7ABFC8EB755FFA047614344ADE7F242CD40D653E96E955869E1E71A27C2727FDC6F9EEE82D5807B2BC15F06B58231F77B118363C7D7D2643A06EC477ED4771EFF86EE176EC1819CFA1C5A08F0E711833726ED23E61C912AF6E0682B02E769E1CF2218FE1F6E45B974DA5E447510D5484BD894FC84D653F86DDE0911BC81A7980DBB4E41204DDC6B0E23F3B00DAFC9F629C45F5C4DF5DA1ADF0EF5B1A8C566715644E00FA36008CBB2605F556278297A237E0001B82F4B4534C53FBAC8CEF3F4A7104529D36A31CEAEBF25F99CF7D829BF599C8BF856CB25D45606895DB393C5F805C739021151699147537A3B07FDF2C8C3696508928403DF344BF34D4D4D646CD2FDA2B856DB5DBC1833BE0DDE89C7E6D039CFFE093E9753F1AB14414F544753973099C45BE2A4CEE48ACFB8BDEF76B50050078785DE8185F0D673CC555CF2BE0BB15DBA191020C876601964B27346963A3B9D3553C130860FC420AC395788DE86FC175E9E6F33081C23F4D0A740D55B639148EC962A3013EC71F900A973F128CFF56781AF01FD785B8763DEC5FF64E106DE8E8FB6684FE489FC023BC3719A
Len = 2426
Msg = FC447A550FC565F964337521DBD6481FF6C4FEC25A2BC946230C0021570E75B0E3D50320AB24C4949CB4EA7ED6D14D10E1EB9CB4116461A743D49F337597F12D09945285647B249A2AE3EBF69F1FC62A36532B2FC89ECED5B48AC27A0E18AF8B0F023BE5C00FF0BF8C16F412B34D4AE9ECD2963583FA268ED439B4640FFCC57384EF066362E23D2F0712F9658CB7B7F56F548C4A3C7DB51D8FF4430D14CE1042221254CAA4BF009B197E6F74B42067E95E42D6C8F2D37AA5522F5594D61745BA28C8F302E007316282985730FBCB8BDAB0C5A3693BEEC32C0D57AD20D3394B7AC72831FF5DDFC8208E09057AB9E9EE2FAC208E9FCB6D0B567C4DDED41ED286678DB3860B230C9A52C577867EC35A17EF902E258CD8314F36875D97543088679415FD0D7C2A9CB6CAEE76A2A1DC294700
Squeezed = C38E632DFA7CA9D561F76AF8F7B82EB53F8A78F7D6CC1D25A59E5508C0B2D45B1A848E153C06A44C93D5B1AD2BC8B2222F8C5C9C9AF9864467662601021DE41F99E8752E0B10BFCE0CFEB06C2F54B7414527F991C5BFEBEBCFF868FDC188D4094EB6E93777536D2ADA3EDBEE2FB021CD1E1F64DB9015DDD25138EA5A13064C591EA00A99C99C089E20F46087117527AE45EEF29705629B78D83E414FF88777B8B8DC2B4210CD770E7672E72454F5E76BAD1A34A74A957E48B7A38851644B600A2A2486C71E0B4D01387E08135FEE8FB59F7F517584E82CB33962D73F323472D0C201070B44CF4FAC50EC6FDE61DE5340FA3FB4C3D72308BDD1A350637897FF25E4D5EC45BE5112A3100B30D38C5E157F4F6877F8EE382E728DBA83940DDB37A6CEF3B3C488F049F6C82D75415FC32F5FB52DE73802CB62F119BE31F7BA4308A5080E6B60ADFD9B18B24878A7075728D436F30CD18F680BA903CEA4C1128B42257498EA501EEF9B9B551119DE98452B1F37B34E0048B83AB192E8A6575E75A58CF6BA48C679155CA815D479B246BE4CBF557DA273E7CDA725AE4CC253FE3A738FED1A71AB0004B0A8A93264EC4BD8E667D2A46D3CE7807FE76E1B1DEFFFDA204A5CE5E0D08B427941B10898DD87600C04ECF857FE881744D9C9F6D1340FB1ADD8B66545BA2E233362B0312D3E3729CDDFD97FF91F002803A2AD3DDFF079BC183B
Len = 2489
Msg = 3F989C5FAAB635E462C4181FE623B8205FEBCA482B0613B8CB702D0C47CABC705DA23CD238FEAE5A79B3D630C22F12FCB845FC633882BC7A46058F945E6376A5DF954953A82D5C6723156BE49438431529C9ED7A5ABC0E251EC9746F34196BFCB64850CDD962B4D4C0C37DFD7DEB4DADF6FA98F727DBE430A232BE68161A834100BF81412B9BC4B34C7E1FC4CA216A7A04E23B5A1E0AFF6967465E8FEB63A7B450026FB944C62ADA108A15FFF01FFB872925EE97EA314D84245E31745C7A3D3C83A59BD6F38205812B5CBB141833D381CA4DD3B261DAF19323BB790D0DE8F7EF8A28D1F2131B92DFA724B76BF6162872CFBAB0E3D426741F8946CE449787896308A0DA3E5B5F087E96470A6990681F10F37DBDD10A799032CEAA9CDF8DC0DE302E98980718C3F1C7D950A9D37216A3686211A658312B3300
Squeezed = BDB31777C061802F2669486B8E5C94EB8F9A113ADBE417CF293548FDC7CF555583E188B552F98223940CF69B3752BD3D258660A45255501EB9F2C9434D3B32CFC3E6396EB78285936ECCA684672107F8525902BC5BF0FB430BAC0A6C31B89D82EAB607321E9B0DD8AFB4492873D1875C95B61D66C4CA048A37C667766DEA5BF26154093BB3BAE67D0ABA3D7BA8521B53D826B3FB19D3460DB9F18AB61404579848A4D1DF7AE274B1171FEAD4FD75F7162A4114D6E46C025C93B6ADCFCF4D5CD8C0A79DFED14D92AFF4C02F37E0F1206485F5E0E9F14F53C5D4131D758EF7A8152B95CBB94612628AAC786111EA8D7F918C23BE4A8ABF30449971C6A21F922A9AE25E065181C72984627396B5924058ABC21563528448D33E4C90ADA4D506E2F97FCD710B46B16B36ECC58F17B5578C583DEF16F22A8F72627E11AFE276B3E4BEDDE0F728B2FF68EE3B6DCD1287578C200D4AFEE898FF601CDCFAFDF9DE955F4C66BFD18698146D5CC332C55100EEC489084D8DEDE894DA9E47D3C2000D142C90D942A7E40BCB36C01F6401846642D55EC5A3283D0364C1103A8EEEDB7884F24475B247DE4CE381D6EFA87CB2629B7D24180A5DE16394D17DF2CC0A4BFBA7A99AB7ABD62A4158469F112C2D842242CF7B7BE8A6EE8AD62F5541D5A13C3241767B3516DECC4938C83459DFEEB47AB79BE7A043682BD67601E27EB017707BDE0FDA
Len = 2552
Msg = 3139840B8AD4BCD39092916FD9D01798FF5AA1E48F34702C72DFE74B12E98A114E318CDD2D47A9C320FFF908A8DBC2A5B1D87267C8E983829861A567558B37B292D4575E200DE9F1DE45755FAFF9EFAE34964E4336C259F1E66599A7C904EC02539F1A8EAB8706E0B4F48F72FEC2794909EE4A7B092D6061C74481C9E21B9332DC7C6E482D7F9CC3210B38A6F88F7918C2D8C55E64A428CE2B68FD07AB572A8B0A2388664F99489F04EB54DF1376271810E0E7BCE396F52807710E0DEA94EB49F4B367271260C3456B9818FC7A72234E6BF2205FF6A36546205015EBD7D8C2527AA430F58E0E8AC97A7B6B793CD403D517D66295F37A34D0B7D2FA7BC345AC04CA1E266480DEEC39F5C88641C9DC0BD1358158FDECDD96685BBBB5C1FE5EA89D2CB4A9D5D12BB8C893281FF38E87D6B4841F0650092D447E013F20EA934E18
Squeezed = EFE3482837CFB40061C5423F757F8FFFAAED7A73E8A715C64CE20CB3A4473E7C6DDF7DABE1B0BFB23C5C547364B83EE3AA0B56C5F366B9F037F864E5B757835DD96FC40F0F4BE0E356E7D774994130E4F4B540A44A4579661E3F89BF2BA246C6FD4B9AC7913BFA7FA25CEC98BE036985A59F402A591EE58600FF883E5BB7602F3FF3DC52BF0B10570AC1C82FA26D8F9E5ABED600594D351C9E4FBE7C5D102C19F297DE961FE0EDAB5C161BB7CDEDACC2BCDF3533C0BC387BCB551E444D65D1D4884BB37361AC8DB1DFCAA693C7B4607FAE233F6EA79E5A5C61AB68893D4B9AF79422FF5EE9CD15FE38D9043323DD795424F20197EF3D2BDA358C465365C7F7A3A6B1A3EB0AE46DD8BE7D891F7F3246308DDD49CBD832214F7BDBAAE924E13289DFA75B41E5EACD8EAD1FA19FF7403CC67879520F461C4D6A0636F53C634ECC5893D821B52F6D4B06F5F3E536AB10993176D87D7EE487AA9FC3321FF53E14DF20E1B373D471EB756A8C7C1F7291E2893078ABBF449AD88E1F6D7F2ABDED6D6ADBB783B310CF43CE1AAFEBCDEADDA0D0249B7CDFB4BB96C60DC387F507A24221BFC24A43F4EE1DE9188885D749549E5438F76A3617F7A46686CD594B2ED1BF32FC057DAD8C1DB16D3743DB018F2EE7636896AE73B6D2291E63495E5F517713C6E8AD7F19D80ECF135EE2A9E2831FB710B29413CF02874D184B8B9B16B27420F53A
Len = 2615
Msg = EEDF03E5D5ED60D8D3C61604FDC305A752F5E0D08E394D4CAE31E23905E4D3261624F442DE4ABB9FF415B4807A301CC32332DF9BBE2B680B884FF13050FC862302A46D6036DC80D4D2EFB4C0133743A3700E5A089C1F38AA01DE8EB731DA7CAA7ADD9B6E1DCF6CA7DAD697D3741824D000A374A7E68494E4671EF84CA5F02FC5461762043F0B4A81E4EF845C2B8AB92DDD52F493C5DFA37F5D64AB49546AE281914899B1F5E55F982236428225AA3C2E7989FE4B0E64F79D1B7B1803F2B7548BCBF6D996E51533AFFF1AD11938A0ABA320B1B5E0832CF0C9DAA86FC57E2D89C0225A398CD06A75B321EE8DD8EDC3E55CE01845D2B4B24DB7E058E9151105C46942F9FE206ABF0E4F9FB1C432A1D48D0693B3487285BD956E41ACA8E4DACF3483B81443743F23F209932891DCAB19F9969F9A60B4D0F10CE884464EC2FD0F8C45FD26437FCA3C4C
Squeezed = 680AD9D54B62F2B373D1594506FB0E46365E0159919881EF6C3D9B8CFE0C11BF812DABB46504E9C0C30955A24C18ABF3466AA55D60A9435F7F8D34F6280859CE6ADAAFC5DFABA78E205F0675312BD1BD0F88E126F4F11DA78302342117A3C5E1DF99BEB86A55B541244187B9A9782510CB14FFD08512F2E352C77124653BE2DCC1A3D02127B5747A26A93CD0F4128866236DFF8C05D749712EFE55DEE0CC9C8FA5D0EEA6E95FF1A4B44CCD8DA8C7186A034CC8BF5CCBE681C026E2F5F372CABBF63D5DD0A58A137E2EAA6E5D4F7CB1D6AF4B483E056AC9D2543AA4004ACAFA65D78774630D571E6FF17BBA6EB5900C5C6D6E3BDF65E54D1D2AA847BA329214573BEB66BC24335D6EA5996445D3D18FAEF1CB3D378FD4D5870DBF386C13F39575ABE1B6CFBAB27040F97FF310EC92E09712B9EBC4A9F8C8A343CA59ED492CB60C1F64A2AFA5AEDB23C173DD6DF5D2BE300DB6950613969FBE635599AF6562B3FA219B92468269A13356D232AB4FD84F34CF447E051DF4E98AE14D4301AFFDD05B4C15A701BE3922220524255C4BBBC0AEC1858421DBDA7E07BBBF2E58BA0075C4901B1F56C09E357A1D56F708998BDD6DAEEE217F6AA52E9E379DB292D9EAD13A9A28681FBF5845ACC0A88964C19A0BCF81C6360AF6EBFDDEAE39D08E8236EB083D86D561B0A5F70CA0B25168B7211EE0CD791694DB573F086F1D5552F09DC363
Len = 2678
Msg = EFEBFAD8C1E5AD7909FBA16E59E3B1C2F11A33F86E5D74F7D304EB0882DF9B9693413CFB990BC71A8BCAEA4298AD75B9E92F2FE722D200FF3184BEB08C16979DEB19924DC8B94E1989FFA0E617359E2DF6578384B992CE3CF0C9525D2F2B3E40F314F7B094AFA5C81E1AD9C08F19C5B7563518F710A0A78DB40BC98863645889EF1967D6885F8DD61CC678559D9696220AF7BB644AE387679E9FA23D7E313102F85CF81E9F4F9F18D23CCF4B579B25FAE558101B51998B7DBA4CE1AEDA644E3C8EF52C7BFBDA575A66D2D77015D64C99A49E8CFAF179F54E843C754214EA63CE2E005AC0E86A6EFA98762B1CDCBECE2AABC46EF58A16448E21D36FF8FE70D37EF2C0460CE4BBE33C7DD0C5764063D4A5D55DE2CBEF9EF02FE113D51EE3D80AFC9D1862C034A89E99639D1946EB9E564FBBAAF11A8E28A772BA97ABFF7CD16ED8049F31226AA1691E07E76E94C27718
Squeezed = 2BF7817E80E33B67EDB97F4868626F43E83F91C3BA948C8869C52EC80E61E5B6A6697B142689ABBF0CBCCC2FDDA0E2F6B251F5C8665B8E464CBAD01F32162A97130C21AB044D205EDD02132E50B88BAA55F2276711CBE0500A18798AF4EEA25B1F8911750F35D885AFE1F64A48575B659F5004ACC17C7167E50C55960DA3BCD0A065AEECEA3FEE1BA4249062086D750F7490D362C0490209DA3EF25DC1527485884AD8CFF8FFBB4CB5DCA925FBFEB35CED11AF00B96ED59595799A4370E90B33817B782FE8DEA2FCC72865C50D2B23B80DFEB9AF818D8694D160C720E2E8E13DCAA959958E442B5ADC65FBB0E5ABD2E341487D1F5AE30CE1A9F7F73D44F3BB40EA1B75F89A475C387911C9F68DCB0A489DBF924375451C7E1954A705E4EA6A3B10C9AFF401D30E369F649F13BA2289E30936A321D2DE61F86612308E79A1BC72C96BF8E4601E51D128211CD1D5B5B144F47DBE5229A428294CE0E8138D7612F9AC74B31EA629189AFAB493634A7831BD6B2DE48E6E30F33404D76036F394190397658214A16265D9A3303C4C4CE3AA3244AB1A1C2A42AF356D7E222CA6D79F5DA05880A988BCAAB8D08AFD91017A524CB91DB4F3FCB315658F81004BB4DB1AE1A3A129AE5814587B28AD9EDF420B3278B2FB455504C4AA6F21C3C45CC04DF193BF927DF0D445A51BF81782EE52E49952407F99B2A2558E0588CD056C238D11E3
Len = 2741
Msg = 96E80F323139C4D5656B9F390E59D06DBA5380EC91657CE996473A3AADCD5FC54EAF8EDE51BC6DA0CBB1463C7FD834058477B9C16DB2E861369DC123CD9433D354E61EB543BEC5BB6CC4685B5FE55B5ABDDA34DCF84F26312AC322D9081B372678506DD293DECFD9141E08F9C87E30609A996733BEAC8F426D1D1D0D51E636FE5644C64C0D2CCBB883311FBD9270A0CA399EC844FC5D86BC259565D6BB963FF8686AF002E1A3F6E4ADA27BF9AB22CED61D3AEA767DFA553DCECA77A06B1636A98C84BD60BBF677B1E518F4FB1EE897778E339F11A84E0C5D3B6A6DEF10E90D335ABC036B22200216E52D85BC8416E971D5B834EFECBBCE67AF4E896D20AA821329835473EAEE357B7DC50BA1DD47B9FD8CFB98EB8EBA1236D21368E8D118E7DB080B974BE33152CB71E8702779026630B5F8F435435B96A01514417EB6FD93B418706C62C5EAFB6ECD42481900E693609C014B2721FD88
Squeezed = 23630CABF3D8E82E19184338ACF4C01C3196D5A61438433A0E76CA04D7CC0E5CEA502610B88D11484EB21F8211D446285AFC467B216B866CA384974DBCD796C3C79C1DD0B22613F71AFFD8B0F5B6B4F2DE5CC2F8CD50E7993AFC44B3CEE6009EDE45C2A356217E4EF83ECF334612A06774A743C3A1F631972A882A38EA6DECB7D4081BAC563C886A64E4DEBE3F2F46D11365A7C361E54B2ADCB28C8295FAD207AEA6653296182CE9CC862E19D6EBEB55C3AB0CB7FB80DEF4B9C7F95DB732A3FA01826FF30F0D705636324CABB556818C5C9571BD1919D03C445F40FD11A3AB2800AD0A8DAA3665B1CF71B043751E2CB1097F3936CC202A192385310CA8C79CA9C9A7654A4B72DCA6009A6A6CF9A90A14A26893205C8681A39A107BC4181F90B3C7DE73D489291C3D6B36D42531C8B9A695714262A74AF9A4AC47A53658C75FF27436232AFF8034AA5FEDB868D48D2349D27D31CB8A456B9DA5AB29111BEF554F9780384B6939E850E9928B0C335D137B77416E943268D5D6541D85B6C1E1A58870D83DDF07121D3FAF609CC4FD57BE66E6822085534BF379B5CBDD195766FCC2E4CE09F4EA9E18719145FB54E8BE3024D890EDF456C9A938BBE606A21383D02CB02BB42E6B5822B76501AF69EA649410986C5F72B3AEF1553F1A98B88BD6AED123FB9EE0CA0B50D41A4A147EB64FC926164426F96FDF21865BFE27B514ED751D
Len = 2804
